,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
20937,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010528555020066353
20943,low,med-high,low,low,low,low,low,med-low,low,low,med-high,low,0,0.01482927065318598
20951,low,med-high,med-low,low,low,low,low,low,low,low,high,med-low,0,0.014166666666666668
20959,low,med-high,low,low,low,low,low,low,med-low,low,high,med-low,0,0.014173850574712646
20965,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.0013462776100429048
20973,low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.006685459787869426
20981,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.030988483274239455
20989,med-high,med-low,low,low,low,low,low,low,low,med-low,low,low,1,0.5273507815682197
20996,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.42685266484723
20999,low,med-high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.0009345151756901091
21007,med-low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.01623976513926576
21014,med-low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.053624620395823115
21022,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.006789768793040501
21031,low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.03506043751754699
21038,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.013084106984969056
21049,med-high,med-low,med-high,low,low,low,low,low,low,low,low,low,0,0.2526134546957528
21055,high,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.1036562839103491
21063,med-high,med-high,med-low,low,low,low,low,low,low,low,low,med-low,0,0.13147838579048426
21071,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.04762038545978202
21081,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.04471153829603652
21088,med-high,med-low,med-low,low,low,low,low,med-low,low,low,low,low,0,0.24923863903376564
21097,high,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.0898864200156485
21104,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.021708633551944415
21115,med-low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.0029144994370683347
21123,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01638714808212822
21133,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.02672053407204026
21140,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,1,0.569805625716003
21148,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.4279892112891149
21155,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.026362683076734415
21161,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0011388905112209573
21176,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,4.335027332626635e-05
21184,med-low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.003317258260076547
21207,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11854481906161297
21228,low,med-high,low,low,low,low,low,low,low,low,med-high,low,0,0.010050226149111607
21239,med-low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,0,0.06250459155637957
21244,med-low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.025080010817775427
21260,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.016050226149111606
21268,med-low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.04353876276441117
21282,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.02366767201059004
21289,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.012895441177764881
21299,low,high,low,low,low,low,low,low,low,low,med-low,low,0,5.76036866359447e-06
21315,high,low,low,high,low,low,low,low,low,low,low,low,0,0.07478413591330403
21326,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.37131712731712724
21346,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.38844652226231174
21351,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.33058630287427865
21360,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.05417014672317875
21381,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.06607758980854693
21389,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.10014287125261485
21399,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.45667422959242243
21408,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.07831091822700262
21416,high,low,low,high,low,low,low,low,low,low,low,low,0,0.2542086694372341
21432,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.08083676471777557
21448,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3608746562417941
21457,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11170502159071745
21465,high,low,low,high,low,low,low,low,low,low,low,low,1,0.6588929037292941
21475,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.7294420743415272
21483,med-low,low,low,high,low,low,low,low,low,low,low,low,1,0.21424432468612747
21489,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.0401944192934303
21496,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.13255340484909597
21504,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.0755920752080198
21525,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.008917107929359597
21535,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.053015108621918224
21543,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.09859478882123518
21550,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.057362586713102265
21560,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3127853617430216
21570,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.6496845247046861
21595,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.03182434481470914
21604,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.13034867694678454
21612,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014823849095767418
21622,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.0663165813705705
21629,low,low,low,high,low,low,low,low,low,low,low,low,0,0.01981655270959836
21646,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3076232601224779
21654,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.1296768699302147
21662,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.2172259190749639
21669,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.045172347283021747
21676,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.09673462557681109
21684,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.38414282135992667
21692,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.25171361415471905
21708,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.1090803401330788
21715,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.18798387462299246
21723,low,low,low,high,low,low,low,low,low,low,low,low,0,0.053081269398279146
21730,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.07900758783784055
21748,low,low,low,high,low,low,low,low,low,low,low,low,0,0.015536221834748358
21772,med-low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.06896142860262051
21789,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.01390900111972625
21798,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.07491253603281953
21806,low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.03571660726628216
21816,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.008485410429482849
21824,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.04240971507462879
21844,med-low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.052078648759799256
21849,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.013768696297791429
21858,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.004976770591331196
21865,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.031161157634868725
21874,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.04224386788420945
21892,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.7234829094268419
21901,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.09921630028418063
21908,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.03857488327695016
21916,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.05282349947141341
21925,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.26717130357572183
21933,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.4839439408630586
21954,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.0732202842576348
21963,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.05760211317541357
21973,med-high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.3869353978140094
21983,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.02295866425634248
21991,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.028652932042332293
22000,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.14263942161145815
22006,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.05664280697481089
22023,med-low,med-high,low,low,med-low,low,low,low,low,low,low,low,0,0.11509045508515973
22032,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.07014585498032684
22048,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.02199688539571574
22055,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.0012086267460103036
22062,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.01290495879528945
22077,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.12968951879019733
22083,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.38730639367449177
22090,med-high,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.1628871316713293
22098,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.08159863179596488
22114,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.012575757575757575
22121,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.029808384331293753
22129,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.010950074515648285
22137,med-low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.028352470840206614
22144,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.02560859473932675
22151,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.019971516166206432
22165,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.026570196777310116
22171,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.21362875141108315
22180,med-low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.016246370314939373
22190,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01062340316811446
22198,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.06310355824945608
22210,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.018163794259346593
22219,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.056614413549938555
22227,low,med-high,low,med-low,low,low,low,low,low,low,med-high,low,0,0.01
22236,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.04014227242953295
22249,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.14569017399410908
22269,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,1,0.11762191459819363
22274,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.14000204384760814
22293,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.11614118913522718
22300,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.3314156350502604
22310,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.07655118907158166
22323,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.13537551490036945
22332,med-low,low,low,med-low,low,low,low,low,low,low,low,low,0,0.2099662176855532
22340,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.3784460171004122
22348,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.12076921147917438
22356,low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.5045076037796624
22365,med-high,med-low,med-low,med-low,low,low,low,low,low,low,low,low,1,0.6884553305818599
22373,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.010036855036855037
22381,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.02341960300025391
22392,med-low,low,low,med-high,low,low,low,low,low,low,low,low,1,0.022468984124507006
22397,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.024111514838646507
22434,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.011294016428374838
22444,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.03236539314352266
22459,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.021829303405598903
22484,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.04991928549376182
22492,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.7311494144726548
22497,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.05512061594319659
22506,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.08569320119921046
22515,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.05113027352097212
22522,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.14233936106392803
22530,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.00015874351089930142
22540,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.12724337255002824
22564,low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.0161065010176582
22572,low,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.028585202312402237
22578,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.04152782005269216
22592,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.04345412247069425
22601,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.12211294324577306
22616,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.2120847698470167
22623,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.02478331724216904
22631,low,low,med-high,med-low,low,low,low,low,low,low,med-low,low,1,0.080786759674997
22638,low,low,high,low,low,low,low,low,low,low,low,low,0,0.0015304022011823216
22656,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.42790190211023554
22663,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7253349364393595
22671,low,low,high,low,low,low,low,low,low,low,low,low,0,0.4240789627039627
22679,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.15563655724747918
22689,low,low,high,low,low,low,low,low,low,low,low,low,0,0.20276502376527902
22696,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.021384867657881647
22703,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.8454171807423184
22710,low,low,high,low,low,low,low,low,low,low,low,low,0,0.09004352316812986
22718,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7894274204302328
22726,high,low,high,low,low,low,low,low,low,low,low,low,1,0.705499850994416
22734,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.9578345866222822
22743,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.4155750564651495
22752,med-low,low,med-low,med-low,low,low,low,low,low,low,med-low,low,0,0.0188885557215271
22771,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.40582821538401087
22776,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.25630480162242486
22783,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.31832176815423235
22790,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.3501664022252258
22796,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.3447671637934009
22806,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7000531012151039
22816,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7679856686404978
22821,low,low,high,low,low,low,low,low,low,low,low,low,0,0.03735452343105042
22837,low,low,high,low,low,low,low,low,low,low,low,low,0,0.013361695516846095
22844,low,low,high,low,low,low,low,low,low,low,low,low,0,0.020988394903801635
22851,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9702111869463974
22858,low,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.23429610026146924
22866,med-high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.3795136658764833
22876,low,low,high,low,low,low,low,low,low,low,low,low,0,0.09681308333459121
22891,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.9222247931826486
22900,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.04154308056314776
22924,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.010085810522276306
22944,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.012560004290473183
22953,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.21153393232229548
22960,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.37426512249310734
22969,low,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.33634150050211614
22979,med-low,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.12110897298008247
22987,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.12825734071832204
22997,med-low,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.039146479606949953
23005,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.04856068560852214
23021,low,high,low,low,low,low,low,low,low,low,low,low,0,0.015060004290473184
23027,low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.010005875440658049
23044,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.03786555035449432
23067,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.015839806561991226
23082,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0168356333922495
23089,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011352349378459187
23100,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01
23103,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.000290753151663105
23110,low,high,low,low,low,low,low,low,low,low,low,low,0,0.001434331797235023
23119,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010155498121171384
23125,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.018095238095238095
23133,low,high,low,low,low,low,low,low,low,low,low,low,0,0.015
23143,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.01604402263716051
23157,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.06723698957499091
23163,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.015051599587203302
23181,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.0470608835534657
23198,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.0
23207,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.0007692307692307692
23216,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.015568472406071445
23225,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.06500683916976259
23232,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.015242860556029627
23253,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.1711343953334188
23261,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.04971229266505683
23269,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.06700942272664841
23279,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11220079558963192
23293,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.011377721200666773
23299,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.012005760368663593
23304,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.061390099850706245
23314,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.568428220441539
23329,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.012142857142857143
23349,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.006392718578747042
23358,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.016162989783843007
23367,med-low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.020868801792424917
23373,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,7.183908045977011e-06
23389,low,high,low,low,low,low,low,low,low,low,med-low,low,0,2.588109300967093e-05
23395,low,high,low,low,low,low,low,low,low,low,med-high,low,0,2.4945897388783406e-05
23400,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
23408,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.00825
23413,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
23434,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.013846153846153847
23439,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.013090063681390882
23449,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.013846153846153847
23474,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,4.5921011233875595e-05
23482,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
23500,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01426945126945127
23509,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.010909090909090908
23515,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.010088155567965005
23523,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.01
23531,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.010088155567965005
23555,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01567761866786245
23562,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.26987145364313625
23579,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010013059348704025
23588,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.284685915667571
23596,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010005875440658049
23602,low,high,low,low,low,low,low,low,low,low,med-low,low,0,5.1796451891924945e-05
23620,low,high,low,low,low,low,low,low,low,low,low,low,1,0.5705959748137167
23627,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.09332006674669
23634,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
23643,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
23650,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.28443958740339503
23656,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.020073216403470442
23664,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.010159973984672901
23672,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.5870144121284189
23679,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.05551600151713308
23694,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.33992004660607333
23702,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.3758096788323671
23712,low,low,low,high,low,low,low,low,low,low,low,low,0,0.3776065196499407
23722,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,1,0.566254382864538
23744,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.019440702201573595
23760,low,high,low,low,low,low,low,low,low,low,low,low,0,0.015077979402579524
23769,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.03025491332651411
23776,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.1831272993248305
23789,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.017197275821403638
23795,low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.886928561634444
23802,low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.7142099815892918
23811,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.12704116185490563
23821,med-high,high,low,low,low,low,low,low,low,med-low,low,low,1,0.6651858419358421
23831,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.03156813837988791
23839,high,med-low,med-high,low,low,low,low,low,low,low,low,low,1,0.9550852782359058
23845,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.8362728845413854
23857,low,high,low,low,low,low,low,low,low,low,low,low,0,0.0029733605911793737
23867,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.31910175143838826
23873,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.14062635790892503
23897,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.18453320959474284
23907,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.000398064733690727
23916,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.0063148863097565264
23928,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.40634942474890984
23939,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.00713317492478791
23946,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.00030580993858645816
23959,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.019222595427797737
23973,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.013027027027027027
23988,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.012660074556013631
24005,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.002098704307075984
24014,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.02276387018446327
24024,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.0018670405811199687
24031,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.011693693693693694
24039,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01
24045,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.013203828136042881
24051,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.003567752289762463
24060,low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.011461473896256505
24067,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
24076,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.001739700854895199
24084,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.026058595365787234
24091,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.0016111939331086337
24101,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.010055928761131072
24109,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.012222222222222223
24126,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.5915365803786856
24144,med-low,low,med-low,med-high,low,low,low,low,low,low,low,low,1,0.6099382357408673
24159,med-high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.4223043967985919
24168,med-high,low,med-low,med-low,low,low,low,low,low,med-low,low,low,1,0.9521210720090001
24174,med-low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.4061681563082166
24188,med-high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.3478277421220245
24195,low,low,high,low,low,low,low,low,low,low,low,low,0,0.005978068835717954
24204,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.0881950696869489
24209,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.8668957630826448
24224,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.8793151662317473
24231,low,low,high,low,low,low,low,low,low,low,low,low,0,0.05203868850344637
24251,low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.05674032761589131
24258,low,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.010238889000822165
24268,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.07651164943154165
24276,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.022781895869460063
24283,low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.010052064817101468
24304,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02
24311,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.37804658821570586
24328,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.01017275755866492
24337,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010066825657474923
24347,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.08212432325770747
24356,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010066825657474923
