,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
3106,high,med-high,low,low,low,med-low,low,low,low,med-low,med-low,med-low,0,0.07288615817512739
3113,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.029248729381335402
3121,high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,0,0.44827430980968713
3130,med-low,high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.45822844965492027
3137,med-high,high,low,low,low,low,low,low,low,med-low,med-low,low,0,0.4304889781271361
3141,med-high,high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.13833735504378522
3152,med-low,med-low,med-low,low,low,low,low,low,low,low,med-high,low,0,0.27815793511405096
3158,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0001462325686575988
3166,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3173,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3181,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011428571428571429
3188,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.013076923076923076
3203,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.017836363854543794
3209,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01845076976135864
3215,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.013076923076923076
3230,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.022863134194215876
3239,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.019963537896475744
3247,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.01503485684012811
3252,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01006797894992447
3261,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01565985684012811
3269,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.10633455863153672
3296,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.0408416458117235
3310,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.016257255017519054
3320,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3325,low,med-high,low,low,low,low,low,med-low,low,low,low,low,0,0.010007183908045978
3332,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3359,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3377,low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.03820037986704653
3385,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.013076923076923076
3397,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.00824661787181618
3411,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010175438596491228
3428,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010123456790123457
3437,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.001998380051862899
3443,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3450,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3463,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.015
3472,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01
3482,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.009217637231164392
3491,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.012015745323792513
3506,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.04617924100666307
3512,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010212807213314284
3538,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3546,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.011516726996536435
3556,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014740175543586673
3578,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.013496524330918207
3588,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.010506240661972288
3597,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.009489105532558929
3605,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01008061166877418
3614,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.010288424538830847
3622,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.00803714028358366
3628,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.004314359556227938
3636,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.010014499847730063
3645,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.03090330621496018
3655,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.011242370758048202
3661,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3680,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.3807057664557665
3688,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0018109603175826066
3698,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.01
3711,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,5.159958720330237e-05
3717,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.0014356761664021834
3734,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3749,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
3758,low,med-high,low,low,low,med-low,low,low,low,low,med-high,low,0,0.01
3764,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
3772,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.026974934798502694
3781,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01761428318940629
3790,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.03331853921940128
3816,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.0005320902619826204
3824,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.10376768133796918
3832,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.0225149293211601
3840,med-low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.1542619071849124
3851,med-high,med-low,low,low,low,med-high,low,low,low,low,low,low,0,0.11171562019992383
3858,high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.035412343225425164
3876,high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11823821494731668
3881,high,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.12073417973776339
3888,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.18943212343011193
3896,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.09478676808978939
3904,med-high,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.21190755615251747
3913,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.03376013380329672
3932,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.14846775978355342
3938,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.028596843228733317
3944,med-low,med-low,low,med-low,low,med-low,low,low,low,low,med-low,low,0,0.049172214531327876
3955,med-low,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.012621278271259908
3966,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.036325232696460936
3971,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.008276184460228656
3979,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.020997512343429246
3987,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.03997256282219644
3993,med-high,low,low,med-high,low,med-low,low,low,low,low,low,low,0,0.14926383437664079
4001,high,low,low,high,low,low,low,low,low,low,low,low,0,0.05765679969089755
4011,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.5596074190928586
4022,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.09935272984098256
4030,high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.3101501704809764
4043,high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.18422711449309598
4051,high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.05187267128405604
4061,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.09331789843549028
4068,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.03291979485906035
4080,high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.044039782302235826
4086,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.019692078507416177
4101,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.024889113849917887
4107,med-high,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.1797981123676971
4113,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.042094790080223515
4136,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.1306359656361646
4147,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.15850347537807596
4154,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.14043895287602756
4165,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.06877165469811936
4175,med-low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.07557810251443878
4183,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.03886829335825376
4202,med-high,med-low,low,med-low,low,low,low,med-low,low,low,med-low,low,0,0.0802437774125874
4210,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.05762444158532107
4226,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.024769837319473454
4235,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.008103509775255426
4241,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.041923501864737395
4247,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01
4256,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.0010796588590130654
4265,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.030780585270807913
4273,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.004621695895976374
4280,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011679726015370692
4302,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.03369348253148765
4311,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.03701215240851845
4318,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.03411038507845915
4327,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014124902910190133
4337,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.015927393191783105
4351,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.005557094735722506
4359,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.004877855064940376
4367,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.01
4376,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.0597533354467298
4385,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.3408771971851073
4400,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.04472387166045982
4410,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.027756699024060957
4417,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01849540433249598
4426,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.1208061930528959
4443,high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.05594264857710888
4448,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.08779061882592906
4455,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.032059736267165226
4470,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.03663131056920856
4476,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.013749245206610545
4485,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.029293273780353207
4494,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.031220677549048427
4502,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.06382247597506059
4509,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.01708879713639874
4517,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.015310727221345324
4542,med-high,med-high,low,low,med-low,low,low,low,low,low,low,low,0,0.02090659562700758
4554,low,high,low,low,low,low,low,low,low,low,low,low,0,0.0026480314193665006
4569,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.4232033413095333
4576,high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.23682203796465826
4595,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.15024501974098198
4606,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.12679207492281708
4614,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.009589302144959306
4637,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.017852642762804915
4651,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.02616407456026139
4662,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.042717151299409305
4669,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.023664227252422506
4678,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.028777690297097123
4687,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.024469112851629417
4694,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.048863507857676465
4704,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.049379204095287274
4711,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.025181272291073954
4719,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.005850959141844278
4724,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.016142814804906664
4736,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.018678673992123432
4745,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.01580592757121153
4760,med-low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.03489017000564901
4770,high,low,low,med-low,low,low,low,med-low,low,low,low,low,0,0.038170190332730815
4780,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,1,0.10297690940021102
4788,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.001198568979647264
4807,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.02529460351080556
4815,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.00576699164915364
4823,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.4263000721500722
4838,med-low,low,low,med-high,low,low,low,med-low,low,low,low,low,0,0.017780922180018036
4847,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.018203419837021055
4854,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.012936323819879955
4863,high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.3934806211704675
4876,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.1795068794307315
4889,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.003960490098078024
4896,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.004400284176723233
4906,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.026729444363816704
4915,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.017611003475478205
4921,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.010046189376443417
4937,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.01417034702000006
4951,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.03975165055307081
4960,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.009506500327668201
4978,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
4986,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.010139755155168309
5000,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.010007183908045978
5006,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.022339350316674812
5012,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01
5020,low,high,low,low,low,low,low,low,low,low,low,low,0,0.0040502772106690565
5027,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.0017424143768536332
5047,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.06077427677176831
5055,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.01071034411781832
5062,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.03422421934140521
5070,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.07771698127542057
5089,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.005038916382969782
5104,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.0004618164528113241
5112,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.01605802563524636
5121,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.018403751043376958
5130,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.0037894079918090284
5139,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.010077838643412414
5148,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.02061988781520406
5158,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.017850024841497503
5166,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.002463598997455401
5174,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.007927694936473016
5187,med-low,low,low,high,low,low,low,low,low,low,low,low,1,0.03487120330220677
5196,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.07387585259504935
5205,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.09042326483409646
5215,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.10462082833400255
5238,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.12894209569035384
