,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
17303,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
17311,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.5587188612099644
17321,low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17329,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17338,med-low,low,low,med-high,low,low,low,med-low,low,low,low,low,0,0.11822822328338548
17347,low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17356,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
17365,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17379,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17394,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
17411,high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
17422,high,med-high,low,low,low,med-low,low,low,low,med-low,low,low,1,0.5587188612099644
17428,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17434,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17448,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17461,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
17476,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
17485,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
17502,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
17507,med-low,med-low,low,low,low,med-high,low,low,low,low,med-low,med-low,0,0.11822822328338548
17517,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.3495702005730659
17527,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
17538,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
17550,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17556,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.3495702005730659
17562,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17580,med-high,med-low,low,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
17589,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
17595,high,low,low,med-low,low,med-low,low,low,low,med-low,med-low,low,1,0.5587188612099644
17603,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
17612,med-low,med-low,low,low,low,med-low,low,low,low,low,low,low,1,0.5587188612099644
17625,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17630,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17637,med-high,med-low,low,med-low,low,med-low,low,low,low,low,low,low,1,0.11822822328338548
17646,high,med-low,low,low,low,med-low,low,low,low,low,low,low,1,0.3495702005730659
17653,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
17661,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
17669,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17675,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17683,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17689,low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
17695,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
17711,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17731,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
17739,med-high,med-low,low,med-low,low,low,low,low,low,low,med-low,low,1,0.5587188612099644
17748,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17758,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17774,med-high,med-low,low,low,low,med-high,low,low,low,med-low,med-low,low,0,0.11822822328338548
17778,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17783,low,med-high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
17790,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
17797,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17810,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.32599837000814996
17816,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
17830,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
17839,med-low,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.5587188612099644
17854,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
17861,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
17870,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
17876,med-high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.7490176817288802
17883,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17892,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
17899,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
17908,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17918,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17929,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17937,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17943,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.11822822328338548
17951,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17957,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17966,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.32599837000814996
17974,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17992,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
17999,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18007,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18013,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18018,med-low,med-low,low,low,low,low,high,low,low,low,low,low,0,0.014148463266574256
18026,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18034,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
18044,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
18055,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18063,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18071,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18080,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18093,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18100,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18111,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
18123,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18132,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18142,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18150,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18159,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
18176,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,1,0.7490176817288802
18186,high,med-low,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18192,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18203,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
18210,high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
18217,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
18226,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
18236,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
18258,low,high,low,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
18275,low,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
18283,high,low,low,med-high,low,low,low,low,low,med-low,low,low,0,0.11822822328338548
18292,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
18301,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
18315,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18331,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18337,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18345,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18351,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18365,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18393,low,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
18401,high,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.9336426914153132
18416,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18421,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
18441,low,high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
18450,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18457,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18466,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
18471,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
18481,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
18487,med-high,med-low,low,low,low,low,low,low,med-high,low,low,low,0,0.014148463266574256
18504,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
18512,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18517,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18523,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18531,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18538,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
18549,low,med-high,low,low,med-low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18558,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18564,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18574,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
18582,med-low,high,low,low,low,low,med-low,low,low,low,med-low,low,0,0.014148463266574256
18597,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
18605,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
18618,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18622,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
18630,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18640,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18645,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
18653,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
18666,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18670,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18674,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18680,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
18693,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18698,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18705,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18710,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18725,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18731,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18742,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
18752,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
18762,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18771,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18778,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18786,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18792,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
18801,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18809,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18824,med-high,med-high,low,low,low,med-low,low,low,low,med-low,low,low,1,0.5587188612099644
18834,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.32599837000814996
18850,med-low,low,low,low,low,med-high,low,low,low,low,low,low,0,0.014148463266574256
18860,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
18868,med-low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
18881,low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
18890,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
18896,low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
18912,low,med-high,low,low,low,med-high,low,low,low,low,low,low,0,0.014148463266574256
18930,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
18940,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
18948,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.32599837000814996
18954,low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
18962,low,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
18970,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
18978,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18984,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
18993,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19000,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19008,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19016,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19024,high,low,med-low,med-low,low,low,low,low,low,med-low,low,low,1,0.9336426914153132
19033,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19039,med-low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
19054,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
19076,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
19090,low,med-high,low,low,low,low,low,med-low,low,low,low,low,0,0.014148463266574256
19098,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19103,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19106,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19112,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19120,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19128,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19145,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19154,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19162,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19171,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
19179,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19189,low,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.11822822328338548
19196,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19205,low,high,low,low,med-low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
19209,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19216,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19223,med-high,med-high,low,low,low,low,low,med-low,low,low,low,low,0,0.11822822328338548
19232,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19236,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19246,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19251,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
19257,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.3495702005730659
19273,med-low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19290,med-low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.32599837000814996
19297,med-high,med-high,low,low,low,med-low,low,low,low,med-low,low,low,0,0.5587188612099644
19318,high,med-low,med-low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
19330,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19339,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
19346,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19354,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
19364,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19380,low,med-high,low,low,low,med-low,low,low,low,low,med-high,low,0,0.014148463266574256
19394,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
19400,med-low,med-low,low,low,low,med-high,low,low,low,low,med-low,low,0,0.11822822328338548
19409,low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19416,med-low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19422,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19430,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19438,high,med-high,low,low,low,low,low,low,low,med-low,low,low,1,0.5587188612099644
19447,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19454,low,med-low,low,low,low,med-high,low,low,low,low,low,low,0,0.014148463266574256
19462,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19474,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19483,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19493,low,med-low,low,low,low,med-low,low,med-low,low,low,med-low,low,0,0.014148463266574256
19505,low,med-low,low,low,low,med-high,low,low,low,low,low,low,0,0.014148463266574256
19512,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19521,med-high,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.5587188612099644
19528,low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19536,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19543,med-low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19558,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19565,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19575,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19587,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19593,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19602,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19607,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19617,med-low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19625,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19632,low,med-low,low,low,low,med-high,low,low,low,low,med-low,low,0,0.014148463266574256
19642,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19650,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19655,low,med-high,low,low,med-low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19663,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19672,med-low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
19684,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
19697,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19711,med-low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
19719,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19727,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19734,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19740,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
19745,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19759,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19763,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19770,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
19777,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19785,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
19791,high,med-low,low,low,low,med-low,low,low,low,low,med-low,med-low,0,0.014148463266574256
19797,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
19803,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
19819,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19835,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
19839,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
19846,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
19855,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19862,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
19876,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
19888,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
19898,med-low,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.3495702005730659
19906,med-low,low,med-high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
19912,med-high,high,low,low,low,low,low,low,low,low,low,med-low,0,0.014148463266574256
19924,high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.014148463266574256
19933,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.11822822328338548
19942,med-high,med-high,low,low,low,med-low,low,low,low,med-low,low,low,0,0.11822822328338548
19951,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
19957,high,med-high,low,low,low,med-low,low,low,low,med-low,low,med-low,0,0.11822822328338548
19967,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
19973,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.3495702005730659
19982,med-low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
20000,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20007,low,low,med-high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20014,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20023,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20032,low,low,med-high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20040,med-high,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
20049,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20057,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
20080,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20087,high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
20094,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
20100,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20107,med-high,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20114,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20131,med-high,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.9336426914153132
20140,med-high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
20148,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
20158,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20167,med-low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
20174,low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20182,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20193,low,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20202,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20208,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20216,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20226,low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
20241,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20248,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20268,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20284,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20292,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20303,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20316,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20325,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20331,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20338,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20347,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20359,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20375,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
20382,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
