,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
3121,high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,0,0.7490176817288802
3130,med-low,high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.5587188612099644
3137,med-high,high,low,low,low,low,low,low,low,med-low,med-low,low,0,0.5587188612099644
3141,med-high,high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.11822822328338548
3152,med-low,med-low,med-low,low,low,low,low,low,low,low,med-high,low,0,0.32599837000814996
3158,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3166,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3173,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3181,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3188,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3203,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3209,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3215,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
3230,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3239,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3247,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3252,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3261,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3269,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3296,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3310,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3320,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3325,low,med-high,low,low,low,low,low,med-low,low,low,low,low,0,0.014148463266574256
3332,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3359,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3377,low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
3385,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
3397,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3411,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3428,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3437,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3443,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3450,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3463,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3472,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3482,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
3491,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3506,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3512,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3538,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3546,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3556,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3578,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3588,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3597,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3605,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3614,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3622,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3628,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3636,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3645,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3655,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3661,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3680,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.5587188612099644
3688,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3698,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
3711,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3717,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
3734,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3749,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
3758,low,med-high,low,low,low,med-low,low,low,low,low,med-high,low,0,0.014148463266574256
3764,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3772,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3781,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3790,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
3816,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3824,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.17674691720493246
3832,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
3840,med-low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
3851,med-high,med-low,low,low,low,med-high,low,low,low,low,low,low,0,0.11822822328338548
3858,high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.11822822328338548
3876,high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3881,high,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
3888,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.3495702005730659
3896,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
3904,med-high,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
3913,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
3932,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
3938,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
3944,med-low,med-low,low,med-low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
3955,med-low,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
3966,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
3971,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
3979,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
3987,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.17674691720493246
3993,med-high,low,low,med-high,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
4001,high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4011,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
4022,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4030,high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
4043,high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4051,high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4061,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4068,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4080,high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4086,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4101,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4107,med-high,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.32599837000814996
4113,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
4136,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.17674691720493246
4147,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.3495702005730659
4154,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
4165,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4175,med-low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4183,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4202,med-high,med-low,low,med-low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
4210,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4226,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4235,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4241,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4247,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4256,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4265,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4273,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4280,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4302,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4311,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4318,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.17674691720493246
4327,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4337,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4351,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4359,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4367,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4376,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.17674691720493246
4385,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.17674691720493246
4400,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4410,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4417,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4426,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.32599837000814996
4443,high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4448,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.17674691720493246
4455,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4470,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4476,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4485,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4494,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4502,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4509,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4517,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4542,med-high,med-high,low,low,med-low,low,low,low,low,low,low,low,0,0.014148463266574256
4554,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4569,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
4576,high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.3495702005730659
4595,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.3495702005730659
4606,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4614,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4637,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4651,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4662,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4669,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4678,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4687,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4694,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4704,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4711,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
4719,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4724,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4736,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4745,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4760,med-low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4770,high,low,low,med-low,low,low,low,med-low,low,low,low,low,0,0.014148463266574256
4780,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,1,0.11822822328338548
4788,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4807,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4815,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4823,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.5587188612099644
4838,med-low,low,low,med-high,low,low,low,med-low,low,low,low,low,0,0.014148463266574256
4847,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
4854,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4863,high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
4876,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.3495702005730659
4889,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4896,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4906,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4915,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4921,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
4937,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4951,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
4960,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
4978,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
4986,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
5000,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5006,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5012,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
5020,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5027,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5047,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
5055,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5062,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
5070,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
5089,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
5104,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5112,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5121,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5130,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5139,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
5148,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5158,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
5166,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
5174,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
5187,med-low,low,low,high,low,low,low,low,low,low,low,low,1,0.014148463266574256
